"","sampleID","rank","compound","drugPotential","lowCI","highCI","P","FDR","compound_avgRank"
"39","CID44041_Cancer_TN",39,"trametinib",-0.0393988418193981,-0.105446004555277,0.026994392634479,0.231009613550684,0.471384481704775,53.72
"40","CID44041_Cancer_TN",40,"GW.5074",-0.038043406125284,-0.104103435542433,0.0283508241048622,0.247466373308841,0.486130203872448,65.52
"41","CID44041_Cancer_TN",41,"YM.201636",-0.0380195881064638,-0.104079841467148,0.0283746574358,0.247762700980268,0.486130203872448,66.48
"42","CID44041_Cancer_TN",42,"GSK.1904529A",-0.0365074159445934,-0.102581734932497,0.0298876472225795,0.267085599666213,0.514475093621395,64.16
"43","CID44041_Cancer_TN",43,"serdemetan",-0.0363494327952952,-0.102425203984757,0.0300456982412365,0.269162466199273,0.514475093621395,77.04
"44","CID44041_Cancer_TN",44,"PF.477736",-0.0335899353334651,-0.0996905443154123,0.0328058458081083,0.307227174542916,0.547901159880583,49.08
"45","CID44041_Cancer_TN",45,"SB.525334",-0.0302871045675929,-0.0964161284196583,0.036108123726534,0.357253865440699,0.586007498141282,93.56
"46","CID44041_Cancer_TN",46,"BMS.345541",-0.0299549369053795,-0.0960867392243112,0.0364401555626265,0.362554009256665,0.586007498141282,44.64
"47","CID44041_Cancer_TN",47,"SB.216763",-0.027560606382753,-0.0937120078842792,0.0388330734443781,0.402197870300724,0.601305726885241,84.4
"48","CID44041_Cancer_TN",48,"TG.101348",-0.02718149787888,-0.09333593359615,0.0392118884577887,0.408704754366542,0.605043312836744,68.8
"49","CID44041_Cancer_TN",49,"PHA.793887",-0.0237706699286875,-0.089951555253727,0.0426192178523654,0.470004076530956,0.669534109020512,71.24
"50","CID44041_Cancer_TN",50,"brivanib",-0.022643258516273,-0.0888325502650026,0.0437451333565615,0.491328417598192,0.681119402979572,103.8
"51","CID44041_Cancer_TN",51,"MGCD.265",-0.0223801421196143,-0.0885713717189651,0.0440078763673165,0.496378732888622,0.681392624238017,60.68
"52","CID44041_Cancer_TN",52,"olaparib",-0.0205405324816763,-0.0867450564813463,0.0458446188986776,0.532446945411797,0.724319718533166,93.56
"53","CID44041_Cancer_TN",53,"MK.1775",-0.0183193662100912,-0.0845393488604781,0.0480617253898127,0.57769374194987,0.766102093727941,58.4
"54","CID44041_Cancer_TN",54,"CHIR.99021",-0.018286253723267,-0.084506461916393,0.0480947724070416,0.578381713145598,0.766102093727941,93.92
"55","CID44041_Cancer_TN",55,"erlotinib",-0.0159808327214013,-0.0822163893289424,0.0503952779218051,0.627197712892285,0.802600463107924,94.44
"56","CID44041_Cancer_TN",56,"WZ.4.145",-0.0148366157017989,-0.0810795301847847,0.0515367938234254,0.65206386977097,0.81373259781336,41.56
"57","CID44041_Cancer_TN",57,"KIN001.266",-0.0131778025268499,-0.079431077860138,0.0531913831670446,0.688803349538191,0.845604112034689,108.64
"58","CID44041_Cancer_TN",58,"GSK.690693",-0.011022528743879,-0.0772887243933209,0.0553406247736249,0.737643642928691,0.877040866789231,35.2
"59","CID44041_Cancer_TN",59,"SAR.245409",-0.0104534654947328,-0.0767229703988777,0.055907992724803,0.750727259822764,0.878758265373933,90.96
"60","CID44041_Cancer_TN",60,"veliparib",-0.010082654003761,-0.076354292310942,0.0562776764690866,0.759291716504011,0.881946532246967,91.56
"61","CID44041_Cancer_TN",61,"JNJ.38877605",-0.00956845085757668,-0.0758430175588647,0.056790285663161,0.771216754556325,0.885973295819243,94.84
"62","CID44041_Cancer_TN",62,"canertinib",-0.0090901257245762,-0.075367385205584,0.0572670966523623,0.782358470799243,0.885973295819243,93.4
"63","CID44041_Cancer_TN",63,"TPCA.1",-0.00892445749976237,-0.0752026425948782,0.0574322333947777,0.786227957879328,0.885973295819243,74.52
"64","CID44041_Cancer_TN",64,"GSK.1070916",-0.0084160576564183,-0.0746970606715041,0.0579389795656695,0.798135138178382,0.892728932332857,45.4
"65","CID44041_Cancer_TN",65,"AZD.8330",-0.00788042426617454,-0.0741643592851863,0.058472833713279,0.810731019405485,0.900149881839913,69.8
"66","CID44041_Cancer_TN",66,"palbociclib",-0.00731757244198717,-0.0736045476938839,0.0590337749919548,0.824019833162174,0.905801141599234,41.8
"67","CID44041_Cancer_TN",67,"nintedanib",-0.00595436868843551,-0.0722485341298609,0.060392177868832,0.85640699679366,0.917145081672643,103.04
"68","CID44041_Cancer_TN",68,"pelitinib",-0.00537043429048284,-0.0716676046970914,0.0609739806197125,0.870357751241062,0.925521270685918,78.52
"69","CID44041_Cancer_TN",69,"BMS.777607",-0.00357111596263333,-0.0698772629044015,0.0627664471168868,0.913580434806326,0.95763184042763,122.36
"70","CID44041_Cancer_TN",70,"ruxolitinib",-0.00332231136629049,-0.0696296659368245,0.0630142705860646,0.919580244119248,0.95763184042763,68.44
"71","CID44041_Cancer_TN",71,"CYT387",-0.000744736250900973,-0.0670641208532929,0.0655812000907902,0.98194389696404,0.995124351956846,91.16
"72","CID44041_Cancer_TN",72,"afatinib",-0.000439771909675056,-0.0667605218098707,0.0658848468393057,0.989337154365403,0.995932735394506,98.16
"73","CID44041_Cancer_TN",73,"TGX.221",-7.70911890873384e-05,-0.0663994487905714,0.0662459446144427,0.998130769360946,0.998130769360946,81.12
"74","CID44041_Cancer_TN",74,"BIX.02189",0.00231430742005499,-0.0640182159018968,0.0686264709617838,0.943931070336236,0.963064808248457,104.88
"75","CID44041_Cancer_TN",75,"AT7867",0.00271176305263838,-0.0636223766183154,0.0690220464331603,0.934322026358848,0.959745754967252,82.8
"76","CID44041_Cancer_TN",76,"ibrutinib",0.0029466637293654,-0.063388421408245,0.0692558261106941,0.928647373198429,0.959745754967252,110.28
"77","CID44041_Cancer_TN",77,"NVP.BGJ398",0.00400240950393395,-0.0623368349408105,0.0703064437116788,0.903191823617401,0.953720037526067,100.52
"78","CID44041_Cancer_TN",78,"pyrazolanthrone",0.00639137492714351,-0.0599567374224743,0.072683262079832,0.845995477738276,0.912466550989141,99.4
"79","CID44041_Cancer_TN",79,"amuvatinib",0.00641123335146438,-0.059936949551023,0.0727030163758962,0.845522980558244,0.912466550989141,96.32
"80","CID44041_Cancer_TN",80,"PF.562271",0.00715708801519937,-0.0591937069935117,0.0734449224667233,0.827818261858903,0.905801141599234,69.76
"81","CID44041_Cancer_TN",81,"AZD.1480",0.00928048851966425,-0.0570773400792827,0.0755566799470028,0.777918831620471,0.885973295819243,89.56
"82","CID44041_Cancer_TN",82,"QL.XI.92",0.0104617927335462,-0.0558996906026686,0.0767312495202462,0.750535276712222,0.878758265373933,84.88
"83","CID44041_Cancer_TN",83,"sirolimus",0.0112544521682535,-0.0551093799799154,0.077519286881249,0.732332822655651,0.877040866789231,43.12
"84","CID44041_Cancer_TN",84,"SYK.inhibitor",0.0120971052617533,-0.054269132644696,0.0783569355961984,0.713146056453894,0.861480436196303,113.36
"85","CID44041_Cancer_TN",85,"lapatinib",0.0123421920708945,-0.0540247279086746,0.0786005493133333,0.707598776287228,0.861480436196303,80.48
"86","CID44041_Cancer_TN",86,"AKT.inhibitor.1.2",0.0145538069542217,-0.0518189082242558,0.080798513467426,0.658271280741226,0.814745601573156,59.84
"87","CID44041_Cancer_TN",87,"linifanib",0.0152617733829213,-0.051112660047367,0.0815019740189315,0.642777245105389,0.808828033424281,94.84
"88","CID44041_Cancer_TN",88,"PD.184352",0.0154179657842578,-0.0509568377894793,0.0816571634423976,0.639379420910712,0.808828033424281,55.92
"89","CID44041_Cancer_TN",89,"MLN.8054",0.0162473497022982,-0.0501293651950807,0.0824811677259232,0.621464626028074,0.802061184019138,78.52
"90","CID44041_Cancer_TN",90,"SAR.245408",0.01670986661091,-0.0496678745792964,0.0829406452813153,0.611569752826769,0.796095109283122,94.32
"91","CID44041_Cancer_TN",91,"JNK.9L",0.0173983826651035,-0.0489808337893001,0.0836245847108862,0.596970564483932,0.783848306409336,97
"92","CID44041_Cancer_TN",92,"KIN001.244",0.0196803106510621,-0.0467033460461729,0.0858908985405586,0.549756035129055,0.741188940218636,65.36
"93","CID44041_Cancer_TN",93,"LDN.193189",0.0226254705669384,-0.0437628963526398,0.0888148936106668,0.491668973011744,0.681119402979572,73.96
"94","CID44041_Cancer_TN",94,"XMD.132",0.0235018180848678,-0.0428877282820601,0.0896847232463433,0.475042424165182,0.670386972420024,81.72
"95","CID44041_Cancer_TN",95,"WZ.3105",0.0241332448585824,-0.0422570881663372,0.090311391176457,0.463256268318692,0.66620663348688,71.92
"96","CID44041_Cancer_TN",96,"PI.103",0.0260267924677414,-0.040365582366362,0.0921903536098068,0.428905492905541,0.622737782968623,45.64
"97","CID44041_Cancer_TN",97,"foretinib",0.0269295800135797,-0.0394636007446765,0.093086021529249,0.413062978092229,0.605558346523559,90.76
"98","CID44041_Cancer_TN",98,"GSK.2126458",0.0281335234357057,-0.0382605637065571,0.0942803037459727,0.392483066481183,0.592649430386587,35.08
"99","CID44041_Cancer_TN",99,"SB.239063",0.0283799704108963,-0.0380142785344931,0.0945247496021159,0.388348198129209,0.592329069873845,131.2
"100","CID44041_Cancer_TN",100,"AT.7519",0.0288629049232049,-0.0375316376984574,0.0950037396179673,0.380322747138051,0.586007498141282,114.36
"101","CID44041_Cancer_TN",101,"TWS.119",0.0289307772090687,-0.0374638042035662,0.0950710550843498,0.379203050110057,0.586007498141282,118.96
"102","CID44041_Cancer_TN",102,"WYE.125132",0.0290870602881418,-0.0373076081182321,0.0952260537280855,0.376632538946132,0.586007498141282,31.52
"103","CID44041_Cancer_TN",103,"buparlisib",0.0291540257966394,-0.0372406788926657,0.095292467889285,0.375534396723071,0.586007498141282,48.48
"104","CID44041_Cancer_TN",104,"NVP.AUY922",0.0293709571685585,-0.0370238609671498,0.0955076091565128,0.371990598363544,0.586007498141282,59.8
"105","CID44041_Cancer_TN",105,"OSI.930",0.0296262603360262,-0.0367686833053808,0.0957607976630026,0.367846571323975,0.586007498141282,112.52
"106","CID44041_Cancer_TN",106,"KIN001.242",0.029667292011849,-0.0367276709928967,0.0958014886777155,0.367183241100605,0.586007498141282,81.44
"107","CID44041_Cancer_TN",107,"SB.203580",0.0303770568823249,-0.0360182056716828,0.0965053258223588,0.355826989971879,0.586007498141282,121.88
"108","CID44041_Cancer_TN",108,"QL.X.138",0.0312272060020524,-0.0351683272491889,0.0973482877329254,0.342519115703994,0.586007498141282,31.76
"109","CID44041_Cancer_TN",109,"AZ.628",0.0314284954644038,-0.0349670878181027,0.0975478615935283,0.339415340034954,0.586007498141282,98.44
"110","CID44041_Cancer_TN",110,"AZD.5438",0.0325732867763381,-0.0338224786505576,0.0986827946702508,0.322107121810153,0.565560178992245,116.24
"111","CID44041_Cancer_TN",111,"torin.1",0.0335071767858387,-0.0328886082137528,0.0996085152383606,0.308421182714235,0.547901159880583,41.08
"112","CID44041_Cancer_TN",112,"ZSTK.474",0.0336197834217709,-0.0327759961049262,0.0997201290889581,0.306797288726449,0.547901159880583,41.76
"113","CID44041_Cancer_TN",113,"BX.912",0.0347526657242951,-0.0316429649406194,0.10084293090357,0.290775042300385,0.535451602284855,76.2
"114","CID44041_Cancer_TN",114,"ON.01910",0.0350243815620918,-0.0313711880246807,0.101112203960782,0.287017290626989,0.535056924502164,117.8
"115","CID44041_Cancer_TN",115,"ABT.737",0.0354070264976931,-0.0309884404263105,0.101491392422126,0.281781147781056,0.531861916436743,116.72
"116","CID44041_Cancer_TN",116,"torin.2",0.038009024150147,-0.028385228159303,0.104069376812239,0.247894209921712,0.486130203872448,35.88
"117","CID44041_Cancer_TN",117,"HY.11007",0.0416500828736304,-0.0247409573015443,0.107675343432594,0.205420051655358,0.424909969862453,97.6
"118","CID44041_Cancer_TN",118,"KIN001.220",0.0459295884277342,-0.0204554194377508,0.111911383954306,0.162564603103362,0.37765007797858,114.8
"119","CID44041_Cancer_TN",119,"OSI.027",0.0480182896390662,-0.0183628877901285,0.113978000712606,0.144268897636393,0.351364573275731,40.72
"120","CID44041_Cancer_TN",120,"HG.6.64.01",0.048301037934819,-0.0180795762710753,0.114257715567153,0.141918379635263,0.351306152867618,111.92
"121","CID44041_Cancer_TN",121,"Y.27632",0.0528726467045041,-0.013497381069922,0.118778827249002,0.10786162478035,0.301613061885793,125.72
"122","CID44041_Cancer_TN",122,"AZD.7762",0.0536501478442389,-0.01271780202005,0.11954746844658,0.102772788083663,0.292805490577983,79.4
"123","CID44041_Cancer_TN",123,"selumetinib",0.053653654050055,-0.012714286260974,0.119550934518843,0.102750279103937,0.292805490577983,72.24
"124","CID44041_Cancer_TN",124,"A.443644",0.0543015162523283,-0.0120646306811972,0.120191353440871,0.0986579125833288,0.292805490577983,86.56
"125","CID44041_Cancer_TN",125,"GSK.1059615",0.0561965600441416,-0.010164019443172,0.122064310341115,0.0874294366167011,0.286996628893953,62.36
"126","CID44041_Cancer_TN",126,"fostamatinib",0.058560830897077,-0.00779213014758319,0.124400367879396,0.0748892068538835,0.263443124330112,84.96
"127","CID44041_Cancer_TN",127,"TAK.715",0.0586907267547922,-0.00766179408271933,0.124528692515367,0.0742451089255313,0.263443124330112,127
"128","CID44041_Cancer_TN",128,"AZD.8055",0.0601990602258122,-0.00614818388699888,0.126018619910927,0.0670917695032817,0.263443124330112,42.88
"129","CID44041_Cancer_TN",129,"neratinib",0.0607131425406514,-0.00563223364060126,0.126526361079153,0.0647871114123279,0.263443124330112,108.32
"130","CID44041_Cancer_TN",130,"HG.5.88.01",0.0632401272744182,-0.00309555336317888,0.129021674462207,0.0543872780229558,0.234642256613324,87.64
"131","CID44041_Cancer_TN",131,"AZD.6482",0.0654733610025164,-0.000853040308968271,0.131226225288038,0.0463911467340803,0.206031269319004,51.56
"132","CID44041_Cancer_TN",132,"alvocidib",0.0657003424902449,-0.000625078335976933,0.131450255100101,0.0456368112211695,0.206031269319004,108.04
"133","CID44041_Cancer_TN",133,"NU.7441",0.06615335359941,-0.00017008975903895,0.13189735515948,0.04416212480008,0.206031269319004,85.36
"134","CID44041_Cancer_TN",134,"VX.745",0.0675863033954395,0.00126929592702417,0.133311431209723,0.0397592435028121,0.202600470003823,138.24
"135","CID44041_Cancer_TN",135,"KIN001.055",0.0698796491453781,0.00357351388219593,0.1355740139927,0.0334880784550424,0.18728517950783,111.88
"136","CID44041_Cancer_TN",136,"AS.605240",0.0701468613222558,0.00384203865531547,0.135837597219513,0.0328155565852221,0.18728517950783,87.2
"137","CID44041_Cancer_TN",137,"THZ.2.98.01",0.0730590675117037,0.00676917025799683,0.138709650545246,0.0262040614579956,0.173787897755712,89.48
"138","CID44041_Cancer_TN",138,"MK.2206",0.0807984425585581,0.0145537355945088,0.146336953484845,0.013916262769842,0.110597667276113,77.16
"139","CID44041_Cancer_TN",139,"WH.4023",0.0821390675556901,0.0159030050146341,0.147657373864132,0.0124066415643172,0.110153019043183,105.6
"140","CID44041_Cancer_TN",140,"GSK.429286A",0.0829784109118031,0.0167478833142101,0.148483948569578,0.0115369395294198,0.110153019043183,134.44
"141","CID44041_Cancer_TN",141,"NVP.TAE684",0.0835901307953764,0.0173636966966208,0.149086304906753,0.0109375657304749,0.110153019043183,88
"142","CID44041_Cancer_TN",142,"CGP.60474",0.0869290736540364,0.0207258688746021,0.152373282303795,0.00812785842087632,0.102275551796027,138.48
"143","CID44041_Cancer_TN",143,"Y.39983",0.0884365759124706,0.0222443497641738,0.153856848397576,0.00708569762961488,0.0972673038247134,112.6
"144","CID44041_Cancer_TN",144,"WH.4025",0.0885908791942942,0.0223997940165224,0.1540086850086,0.00698609291250909,0.0972673038247134,107.6
"145","CID44041_Cancer_TN",145,"GDC.0941",0.0894667807912232,0.023282232974597,0.154870526021695,0.00644411156123465,0.0972673038247134,69.96
"146","CID44041_Cancer_TN",146,"ponatinib",0.091260205066192,0.0250893644339177,0.156634850472355,0.00545062722715488,0.0972673038247134,97.04
"147","CID44041_Cancer_TN",147,"doramapimod",0.0940594872476296,0.0279109061692197,0.15938787830733,0.0041735093629296,0.0900285591146242,138
"148","CID44041_Cancer_TN",148,"AS.601245",0.0975636377017654,0.0314444074179338,0.162832695943018,0.00295897328443695,0.0807038795252374,121.12
"149","CID44041_Cancer_TN",149,"BMS.387032",0.101174682094426,0.035087427878903,0.166380933543711,0.00205252552983358,0.0807038795252374,140.72
"150","CID44041_Cancer_TN",150,"saracatinib",0.103234971728374,0.0371667487374284,0.168404632322314,0.00165729185632214,0.0807038795252374,112.76
"151","CID44041_Cancer_TN",151,"dasatinib",0.10519803815552,0.0391484807002126,0.170332323627323,0.00134698179969736,0.0807038795252374,94.24
"152","CID4465_Cancer_TN",1,"WYE.125132",-0.225557688577381,-0.287578330530487,-0.161653258642048,3.8065269843107e-12,5.74785574630916e-10,31.52
"153","CID4465_Cancer_TN",2,"torin.2",-0.215716630289902,-0.278061132146121,-0.151562321495367,3.27379482406312e-11,2.47171509216765e-09,35.88
"154","CID4465_Cancer_TN",3,"torin.1",-0.208909573505113,-0.271470919830993,-0.144590238707321,1.36682108819623e-10,6.87966614392103e-09,41.08
"155","CID4465_Cancer_TN",4,"QL.XII.47",-0.192916045900584,-0.255963760278221,-0.128234066820377,3.25419208173671e-09,1.22845751085561e-07,6.6
"156","CID4465_Cancer_TN",5,"AZD.8055",-0.184603753800777,-0.247891412504116,-0.119747171481912,1.52566177762042e-08,4.60749856841366e-07,42.88
"157","CID4465_Cancer_TN",6,"QL.X.138",-0.180442476902276,-0.24384695224158,-0.11550204261805,3.22177861521622e-08,8.10814284829415e-07,31.76
"158","CID4465_Cancer_TN",7,"GSK.690693",-0.175100349178577,-0.238651555352273,-0.110055743455674,8.20179284707561e-08,1.76924388558345e-06,35.2
"159","CID4465_Cancer_TN",8,"OSI.027",-0.167573976135054,-0.231325728782058,-0.102389228632965,2.9169155792674e-07,5.50567815586721e-06,40.72
"160","CID4465_Cancer_TN",9,"GSK.2126458",-0.148231901072438,-0.212465817086006,-0.0827224600196436,5.90712090375023e-06,9.91083618295872e-05,35.08
"161","CID4465_Cancer_TN",10,"JW.7.24.1",-0.1460913170828,-0.210375648717458,-0.0805490736697776,8.06096059841898e-06,0.000121720505036127,29.48
"162","CID4465_Cancer_TN",11,"PI.103",-0.141211796945449,-0.205608854600676,-0.0755971081376123,1.61101534888747e-05,0.000198624992484341,45.64
"163","CID4465_Cancer_TN",12,"MK.2206",-0.14117656864477,-0.205574429025824,-0.0755613685720487,1.61895657239016e-05,0.000198624992484341,77.16
"164","CID4465_Cancer_TN",13,"ZSTK.474",-0.140783964271096,-0.205190759903234,-0.0751630777778236,1.71001649158704e-05,0.000198624992484341,41.76
"165","CID4465_Cancer_TN",14,"QL.XI.92",-0.117748388527316,-0.18264474147572,-0.0518304557114893,0.000329701329968638,0.00355606434466174,84.88
"166","CID4465_Cancer_TN",15,"celastrol",-0.115229753940732,-0.180175487248978,-0.0492837000354974,0.000442339253443411,0.00445288181799701,13.72
"167","CID4465_Cancer_TN",16,"GSK.1059615",-0.112610890229266,-0.177607100637865,-0.0466365052405307,0.000596779024506,0.00534948233763434,62.36
"168","CID4465_Cancer_TN",17,"AZD.6482",-0.112530081252977,-0.177527835123565,-0.0465548368013868,0.00060225960092572,0.00534948233763434,51.56
"169","CID4465_Cancer_TN",18,"palbociclib",-0.107978194891008,-0.173061528272573,-0.041955961432785,0.000998349742832054,0.00793425321934948,41.8
"170","CID4465_Cancer_TN",19,"XMD.1185H",-0.104289024859824,-0.169439753032394,-0.0382307595839231,0.00148333837965524,0.0106659093013305,36.04
"171","CID4465_Cancer_TN",20,"sirolimus",-0.102865345824365,-0.168041611428342,-0.0367936664237841,0.00172260152130609,0.0118233104416918,43.12
"172","CID4465_Cancer_TN",21,"buparlisib",-0.095247373153895,-0.160555829013507,-0.029108556635719,0.00371874142161789,0.0233970814443459,48.48
"173","CID4465_Cancer_TN",22,"XMD.1150",-0.0938937812404255,-0.159224938656224,-0.0277438531317104,0.00424080267349867,0.025614448147932,23.24
"174","CID4465_Cancer_TN",23,"GDC.0941",-0.0930260255268367,-0.158371611444674,-0.026869103733024,0.00460950922092973,0.0260768922671526,69.96
"175","CID4465_Cancer_TN",24,"AKT.inhibitor.1.2",-0.0892541339423595,-0.15466130187825,-0.0230679895390637,0.00657210030393894,0.0342202464101648,59.84
"176","CID4465_Cancer_TN",25,"SAR.245408",-0.0887147072001336,-0.154130531282642,-0.0225245399631068,0.0069070703699685,0.0347655875288414,94.32
"177","CID4465_Cancer_TN",26,"sunitinib",-0.0804022337448533,-0.145946671237852,-0.0141550181852293,0.0143923726344676,0.0641728484737241,64.24
"178","CID4465_Cancer_TN",27,"XMD.132",-0.0803554594493126,-0.145900595254621,-0.0141079491286305,0.014449515550375,0.0641728484737241,81.72
"179","CID4465_Cancer_TN",28,"JNK.9L",-0.0798042594106798,-0.145357602883065,-0.0135532976667061,0.0151380991865592,0.0653100850620125,97
"180","CID4465_Cancer_TN",29,"TNF_lig",-0.0775758086942526,-0.143161932369918,-0.0113113086995358,0.0182246869176759,0.0764424367935852,12.68
"181","CID4465_Cancer_TN",30,"TGX.221",-0.0770561496986109,-0.142649824640185,-0.0107885884582747,0.0190190153486191,0.0776181437200401,81.12
"182","CID4465_Cancer_TN",31,"GDC.0879",-0.0717822871976337,-0.13745061013015,-0.00548570642582455,0.0289460502215353,0.101647757754694,67.04
"183","CID4465_Cancer_TN",32,"BMS.509744",-0.0712302262932292,-0.136906153974769,-0.00493082329867008,0.030205952912486,0.103661338404213,37.6
"184","CID4465_Cancer_TN",33,"CYT387",-0.0685942091074604,-0.134305901253905,-0.00228189314986791,0.0368901357593403,0.1210958804274,91.16
"185","CID4465_Cancer_TN",34,"HG.5.88.01",-0.0669584510000329,-0.132691881354831,-0.000638589796216422,0.0416403651223118,0.128407909721373,87.64
"186","CID4465_Cancer_TN",35,"TG.101348",-0.0657744035316333,-0.131523351595836,0.000550695883690632,0.0453929251842824,0.137086634056533,68.8
"187","CID4465_Cancer_TN",36,"Y.39983",-0.0631511872888092,-0.128933863326266,0.00318484909131819,0.0547281404561648,0.158922100170786,112.6
